id,compound_id,"origin","storage_form","maximum_quantity","storage_condition","contact_name","contact_address","contact_email","created_at","updated_at",export,"purity","description","spectra_details","delivery_time","stability",admin_user_id,"public_id","cas_number","taxonomy_class","taxonomy_family","experimental_logp","experimental_solubility","melting_point","food_of_origin","production_method_reference_text","production_method_reference_file_name","production_method_reference_content_type",production_method_reference_file_size,"production_method_reference_updated_at","elemental_formula","minimum_quantity","quantity_units","available_spectra","storage_conditions"
1,9021,"commercial","solid","5","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:27:11","2017-01-19 02:36:09",1,NULL,NULL,NULL,NULL,NULL,10,"PC000001","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
229,12615,"commercial","solid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:20","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000229","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
230,22341,"commercial","solid","2","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:21","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000230","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
231,22455,"commercial","solid","200","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:21","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000231","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
232,12610,"commercial","solid","400","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:21","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000232","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
233,22482,"commercial","solid","500","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:22","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000233","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
234,3050,"commercial","solid","500","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:22","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000234","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
235,22067,"commercial","solid","6","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:22","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000235","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
236,22461,"commercial","solid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:23","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000236","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
237,22050,"commercial","solid","5","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:23","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000237","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
238,13831,"commercial","solid","400","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:23","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000238","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
239,12681,"commercial","solid","400","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:23","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000239","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
240,22173,"commercial","liquid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:24","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000240","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
241,22571,"commercial","liquid","50","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:24","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000241","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
242,1494,"commercial","solid","700","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:24","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000242","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
243,22650,"commercial","solid","500","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:25","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000243","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
244,22591,"commercial","solid","Upon request","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:25","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000244","","","","","","","","",NULL,NULL,NULL,NULL,"","","",NULL,"---
\"-80°C\": 1
"
245,22690,"commercial","solid","10","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:25","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000245","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
246,21958,"commercial","solid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:25","2017-01-19 02:36:17",1,NULL,NULL,NULL,NULL,NULL,10,"PC000246","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
247,3340,"commercial","liquid","500","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:25","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000247","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
248,22214,"commercial","solid","300","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:26","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000248","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
249,1451,"commercial","solid","50","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:26","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000249","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
250,22560,"commercial","solid","500","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:27","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000250","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
251,22093,"commercial","solid","20","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:27","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000251","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
252,1037,"commercial","solid","500","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:27","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000252","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
253,22728,"commercial","solid","10","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:28","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000253","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
254,22713,"commercial","solid","50","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:28","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000254","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
255,2894,"commercial","solid","4","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:28","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000255","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
256,2253,"commercial","solid","2","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:29","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000256","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
257,511,"commercial","solid","2","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:30","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000257","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
258,774,"commercial","solid","3","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:30","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000258","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
259,22062,"commercial","solid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:32","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000259","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
260,22094,"commercial","solid","500","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:32","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000260","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
261,21968,"commercial","solid","20","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:32","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000261","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
262,2431,"commercial","solid","2","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:32","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000262","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
263,5614,"commercial","solid","200","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:33","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000263","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
264,22746,"commercial","solid","300","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:33","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000264","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
265,3307,"commercial","liquid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:33","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000265","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
266,1976,"commercial","solid","200","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:35","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000266","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
267,22032,"commercial","solid","200","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:35","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000267","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
268,22733,"commercial","solid","5","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:35","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000268","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
269,22481,"commercial","solid","2","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:35","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000269","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
270,21977,"commercial","solid","2","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:35","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000270","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
271,7312,"commercial","solid","500","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:36","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000271","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
272,5422,"commercial","solid","1","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:36","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000272","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
273,22551,"commercial","solid","100","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:36","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000273","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
274,22336,"commercial","solid","100","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:36","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000274","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
275,5563,"commercial","solid","30","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:36","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000275","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
276,22168,"commercial","solid","5","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:36","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000276","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
277,22398,"commercial","solid","50","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:36","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000277","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
278,22048,"commercial","solid","5","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:36","2017-01-19 02:36:18",1,NULL,NULL,NULL,NULL,NULL,10,"PC000278","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
"
279,22291,"commercial","solid","50","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:29:37","2017-01-19 02:36:19",1,NULL,NULL,NULL,NULL,NULL,10,"PC000279","","","","","","","","",NULL,NULL,NULL,NULL,"","","mg",NULL,"---
\"-80°C\": 1
